entity,season_type,playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
skaters,regular,8480830,2025,Andrei Svechnikov,CAR,R,all,79,80509.0,1591.0,85.66,0.63,0.53,0.66,0.57,0.65,0.56,374.0,240.29,28.69,16.74,55.11,8.08,126.05,84.31,27.39,28.83,27.52,24.0,15.0,203.0,116.0,107.0,426.0,70.0,31.0,16.0,3.0,44.0,0.0,140.0,88.0,172.0,288.0,33.0,66.0,10.0,148.0,23.0,92.0,207.0,85.0,27.0,7.3,11.13,10.26,7.0,15.0,9.0,429.92,319.0,321.46,20.0,3.86,3.99,5.38,27.16,27.29,26.33,1591.0,371.0,117.0,236.0,867.0,307.0,193.0,284.0,807.0,10.0,12.0,208205.0,66.0,36.0,18.0,16.0,1022.38,104.87,98.88,105.19,99.17,887.0,505.0,492.0,1884.0,104.0,91.0,9.0,1013.0,268.0,111.0,31.59,33.11,40.17,33.0,36.0,35.0,1900.28,1392.0,1402.58,16.53,19.13,19.18,102.21,102.52,98.59,566.74,62.9,60.35,62.77,60.24,511.0,251.0,201.0,963.0,58.0,66.0,4.0,508.0,189.0,65.0,16.65,22.87,23.37,16.0,30.0,12.0,958.58,762.0,757.94,8.32,13.41,13.51,57.71,57.68,56.58,187.37,164.27,3699.0,2839.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480830,2025,Andrei Svechnikov,CAR,R,5on5,79,62879.0,1365.0,85.66,0.55,0.57,0.61,0.59,0.6,0.59,401.0,165.74,16.36,11.0,40.5,5.68,84.74,62.72,15.79,16.5,15.92,13.0,5.0,141.0,80.0,74.0,295.0,33.0,15.0,9.0,1.0,34.0,0.0,101.0,62.0,126.0,206.0,32.0,64.0,6.0,145.0,21.0,78.0,153.0,53.0,15.0,5.51,7.06,3.79,2.0,10.0,3.0,298.92,221.0,223.46,19.0,2.31,1.61,3.34,15.33,15.45,15.05,1365.0,219.0,113.0,221.0,812.0,262.0,176.0,226.0,701.0,6.0,5.0,172150.0,64.0,34.0,17.0,16.0,699.88,56.89,54.78,57.21,55.08,601.0,353.0,333.0,1287.0,49.0,63.0,5.0,745.0,156.0,53.0,23.42,19.35,14.12,20.0,21.0,8.0,1303.28,954.0,964.58,9.2,11.84,11.89,54.2,54.5,53.45,483.7,45.81,43.89,45.69,43.77,435.0,213.0,173.0,821.0,47.0,60.0,4.0,446.0,161.0,41.0,14.63,19.43,11.74,15.0,27.0,5.0,816.58,648.0,643.94,6.95,12.0,12.35,40.41,40.38,39.65,138.59,105.0,3179.0,2169.0,1.37,1.37,31.0,27.0,25.0,22.0
skaters,regular,8480830,2025,Andrei Svechnikov,CAR,R,4on5,79,10.0,0.0,0.54,0.0,0.6,0.0,0.5,0.0,0.57,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.01,0.01,0.01,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,0.49,0.33,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480830,2025,Andrei Svechnikov,CAR,R,5on4,79,12969.0,157.0,85.27,0.89,0.87,0.9,0.87,0.88,0.83,218.0,56.05,7.88,4.52,11.38,1.77,31.63,15.83,7.53,7.88,7.53,8.0,7.0,47.0,26.0,18.0,91.0,25.0,10.0,6.0,1.0,8.0,0.0,31.0,18.0,37.0,63.0,1.0,2.0,1.0,2.0,0.0,10.0,43.0,25.0,5.0,1.37,3.3,3.21,3.0,3.0,4.0,91.0,73.0,73.0,0.0,1.17,1.7,0.99,8.06,8.06,7.68,157.0,126.0,1.0,9.0,21.0,36.0,7.0,39.0,75.0,1.0,0.0,8639.0,2.0,0.0,0.0,0.0,232.42,28.27,26.56,28.27,26.56,215.0,100.0,98.0,413.0,36.0,22.0,3.0,214.0,69.0,32.0,6.14,8.37,13.77,10.0,9.0,17.0,413.0,315.0,315.0,5.23,5.26,5.26,28.24,28.24,27.15,32.47,3.44,3.29,3.44,3.29,35.0,9.0,4.0,48.0,1.0,2.0,0.0,29.0,11.0,4.0,0.81,1.38,1.25,0.0,1.0,0.0,48.0,44.0,44.0,0.39,0.58,0.32,3.49,3.49,3.46,17.67,2.67,229.0,35.0,0.0,0.11,0.0,2.0,0.0,2.0
skaters,regular,8477964,2025,Ivan Barbashev,VGK,L,other,82,2139.0,36.0,33.98,0.41,0.49,0.48,0.5,0.45,0.5,209.0,5.57,2.39,0.5,1.07,0.24,2.5,1.29,2.17,2.39,2.17,0.0,0.0,5.0,3.0,1.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,4.0,7.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,0.07,0.3,2.03,0.0,0.0,1.0,9.0,8.0,8.0,1.0,0.15,0.88,0.7,1.84,1.84,1.81,36.0,11.0,6.0,3.0,16.0,5.0,3.0,9.0,19.0,2.0,1.0,4961.0,0.0,0.0,0.0,1.0,25.84,7.58,6.29,7.58,6.29,25.0,13.0,19.0,57.0,6.0,4.0,1.0,19.0,4.0,15.0,0.75,0.5,6.33,1.0,0.0,5.0,57.0,38.0,38.0,0.63,1.41,1.41,6.8,6.8,5.87,34.95,11.04,10.52,11.04,10.52,29.0,17.0,16.0,62.0,6.0,2.0,1.0,19.0,12.0,15.0,0.81,1.38,8.85,1.0,0.0,5.0,62.0,46.0,46.0,0.67,0.9,0.9,10.81,10.81,10.29,16.63,17.32,132.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0
skaters,regular,8477964,2025,Ivan Barbashev,VGK,L,all,82,79910.0,1614.0,62.55,0.56,0.53,0.53,0.52,0.54,0.52,457.0,151.45,19.14,11.55,34.97,5.13,75.58,55.64,18.5,18.94,18.32,23.0,15.0,133.0,69.0,41.0,243.0,61.0,23.0,14.0,7.0,19.0,0.0,68.0,78.0,110.0,179.0,7.0,14.0,13.0,137.0,15.0,90.0,123.0,59.0,20.0,4.58,7.49,7.07,4.0,9.0,10.0,239.19,202.0,199.22,21.0,2.55,3.75,4.73,16.95,16.81,16.53,1614.0,275.0,133.0,239.0,967.0,260.0,209.0,251.0,894.0,13.0,41.0,221030.0,14.0,38.0,18.0,37.0,754.96,73.13,69.15,72.87,68.93,689.0,338.0,351.0,1378.0,85.0,70.0,16.0,752.0,197.0,78.0,22.7,24.89,25.55,29.0,31.0,25.0,1366.22,1027.0,1018.82,11.23,15.66,15.66,68.7,68.54,66.51,629.38,57.58,55.65,58.0,56.08,525.0,339.0,356.0,1220.0,57.0,62.0,7.0,670.0,137.0,57.0,20.26,16.59,20.72,29.0,17.0,11.0,1235.67,864.0,875.49,8.55,11.92,11.92,54.2,54.57,53.38,191.76,167.92,3553.0,3258.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8477964,2025,Ivan Barbashev,VGK,L,5on5,82,73619.0,1457.0,62.55,0.56,0.54,0.52,0.52,0.54,0.52,253.0,133.79,14.58,10.16,31.5,4.49,66.97,50.3,14.24,14.39,14.06,20.0,14.0,116.0,62.0,38.0,216.0,54.0,20.0,11.0,6.0,18.0,0.0,58.0,71.0,96.0,158.0,7.0,14.0,8.0,136.0,14.0,84.0,110.0,54.0,14.0,4.17,6.77,3.64,4.0,9.0,7.0,212.19,178.0,175.21,19.0,2.17,2.73,3.09,13.66,13.51,13.34,1457.0,242.0,121.0,227.0,867.0,239.0,196.0,221.0,801.0,8.0,36.0,176718.0,14.0,38.0,18.0,36.0,679.61,58.42,56.04,58.16,55.82,615.0,309.0,305.0,1229.0,71.0,60.0,14.0,691.0,181.0,52.0,20.75,22.93,14.75,27.0,31.0,13.0,1217.22,924.0,915.82,9.51,12.58,12.58,55.36,55.2,54.25,581.07,45.76,44.35,46.18,44.77,484.0,316.0,337.0,1137.0,50.0,59.0,6.0,637.0,121.0,42.0,19.21,14.68,11.87,28.0,16.0,6.0,1152.67,800.0,811.49,7.74,11.01,11.01,42.49,42.85,42.18,116.61,101.04,2727.0,2469.0,1.0,1.48,29.0,45.0,23.0,31.0
skaters,regular,8477964,2025,Ivan Barbashev,VGK,L,4on5,82,19.0,3.0,0.68,0.0,0.08,0.0,0.11,0.0,0.16,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.41,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8477964,2025,Ivan Barbashev,VGK,L,5on4,82,4133.0,118.0,43.05,0.93,0.9,0.86,0.89,0.82,0.87,402.0,10.24,2.04,0.71,2.02,0.32,4.96,2.95,1.97,2.04,1.97,3.0,1.0,9.0,4.0,2.0,15.0,6.0,2.0,1.0,1.0,1.0,0.0,6.0,3.0,7.0,11.0,0.0,0.0,3.0,1.0,0.0,4.0,8.0,3.0,2.0,0.23,0.42,1.4,0.0,0.0,2.0,15.0,13.0,13.0,1.0,0.18,0.14,0.94,1.28,1.28,1.21,118.0,22.0,6.0,8.0,82.0,16.0,10.0,21.0,71.0,3.0,0.0,13705.0,0.0,0.0,0.0,0.0,47.67,7.0,6.7,7.0,6.7,46.0,16.0,27.0,89.0,8.0,6.0,1.0,39.0,12.0,11.0,1.08,1.46,4.47,1.0,0.0,7.0,89.0,62.0,62.0,1.05,1.67,1.67,6.38,6.38,6.23,10.26,0.49,0.49,0.49,0.49,10.0,4.0,1.0,15.0,1.0,1.0,0.0,12.0,2.0,0.0,0.19,0.3,0.0,0.0,1.0,0.0,15.0,14.0,14.0,0.1,0.01,0.01,0.58,0.58,0.58,32.39,3.55,420.0,51.0,0.04,0.07,1.0,1.0,1.0,1.0
skaters,regular,8480762,2025,Eric Robinson,CAR,L,other,67,538.0,13.0,8.44,0.53,0.6,0.4,0.53,0.33,0.48,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,3.0,6.0,0.0,2.0,5.0,6.0,0.0,1.0,2087.0,0.0,0.0,0.0,0.0,2.88,1.03,1.03,1.03,1.03,2.0,2.0,4.0,8.0,2.0,0.0,0.0,1.0,2.0,1.0,0.03,0.3,0.7,0.0,1.0,1.0,8.0,4.0,4.0,0.06,0.0,0.0,1.09,1.09,1.09,4.99,0.91,0.86,0.91,0.86,5.0,3.0,4.0,12.0,2.0,0.0,0.0,4.0,3.0,1.0,0.08,0.4,0.43,0.0,1.0,1.0,12.0,8.0,8.0,0.14,0.0,0.0,1.05,1.05,1.0,9.31,6.14,67.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0
skaters,regular,8480762,2025,Eric Robinson,CAR,L,all,67,45940.0,1034.0,31.09,0.53,0.58,0.55,0.61,0.55,0.6,659.0,104.55,11.38,7.44,23.8,3.7,52.98,40.71,10.43,11.47,10.54,5.0,1.0,84.0,56.0,42.0,182.0,18.0,12.0,11.0,0.0,18.0,1.0,54.0,44.0,72.0,128.0,4.0,8.0,1.0,90.0,9.0,29.0,101.0,27.0,12.0,3.9,3.49,3.98,8.0,3.0,1.0,185.97,140.0,143.4,7.0,1.59,2.04,3.64,9.32,9.49,9.17,1034.0,157.0,114.0,216.0,547.0,158.0,129.0,159.0,588.0,1.0,12.0,199314.0,8.0,14.0,7.0,13.0,423.57,38.04,35.79,38.27,36.03,364.0,207.0,222.0,793.0,31.0,60.0,3.0,435.0,93.0,43.0,13.19,11.96,12.88,14.0,10.0,7.0,806.87,571.0,580.88,5.85,11.38,11.66,32.23,32.5,31.59,347.9,33.77,32.51,33.48,32.23,295.0,175.0,183.0,653.0,32.0,36.0,2.0,331.0,101.0,38.0,9.6,12.65,11.52,10.0,14.0,8.0,646.75,470.0,464.89,5.63,6.08,6.08,33.32,33.15,32.3,213.69,154.76,3956.0,2514.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480762,2025,Eric Robinson,CAR,L,5on5,67,41127.0,901.0,31.09,0.57,0.57,0.58,0.61,0.57,0.61,625.0,97.91,10.08,7.13,22.91,3.48,50.78,36.62,9.2,10.17,9.31,4.0,1.0,78.0,53.0,41.0,172.0,17.0,12.0,11.0,0.0,17.0,1.0,52.0,38.0,66.0,119.0,4.0,8.0,0.0,88.0,9.0,27.0,95.0,25.0,11.0,3.67,3.28,3.12,8.0,3.0,1.0,175.97,131.0,134.4,6.0,1.51,2.04,3.64,7.95,8.12,7.87,901.0,150.0,86.0,201.0,464.0,147.0,111.0,136.0,507.0,0.0,10.0,159204.0,8.0,12.0,6.0,12.0,398.08,34.42,32.25,34.65,32.49,336.0,200.0,216.0,752.0,28.0,60.0,3.0,413.0,82.0,41.0,12.44,10.64,11.33,14.0,8.0,6.0,765.87,536.0,545.88,5.51,11.38,11.66,28.27,28.54,27.72,296.1,25.67,24.84,25.38,24.57,248.0,152.0,155.0,555.0,22.0,28.0,2.0,295.0,79.0,26.0,8.65,10.0,7.01,9.0,10.0,3.0,548.75,400.0,394.89,4.17,5.15,5.81,24.02,23.86,23.49,132.51,98.07,3062.0,1922.0,0.55,0.93,17.0,30.0,14.0,17.0
skaters,regular,8480762,2025,Eric Robinson,CAR,L,4on5,67,4072.0,113.0,26.6,0.16,0.19,0.23,0.18,0.29,0.21,238.0,5.22,0.39,0.22,0.74,0.17,1.67,3.82,0.39,0.39,0.39,1.0,0.0,5.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,7.0,0.0,0.0,1.0,2.0,0.0,2.0,5.0,2.0,0.0,0.17,0.21,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,0.05,0.0,0.0,0.44,0.44,0.44,113.0,3.0,25.0,10.0,75.0,10.0,16.0,18.0,69.0,1.0,0.0,12014.0,0.0,0.0,0.0,0.0,18.24,1.36,1.35,1.36,1.35,22.0,3.0,1.0,26.0,1.0,0.0,0.0,18.0,7.0,0.0,0.56,0.8,0.0,0.0,1.0,0.0,26.0,25.0,25.0,0.2,0.0,0.0,1.56,1.56,1.56,46.81,7.2,6.8,7.2,6.8,42.0,20.0,24.0,86.0,8.0,8.0,0.0,32.0,19.0,11.0,0.87,2.26,4.07,1.0,3.0,4.0,86.0,62.0,62.0,1.32,0.93,0.27,8.25,8.25,7.82,5.53,23.27,63.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480762,2025,Eric Robinson,CAR,L,5on4,67,203.0,7.0,2.64,1.0,0.96,1.0,0.96,1.0,0.94,56.0,1.41,0.91,0.08,0.15,0.05,0.54,0.27,0.84,0.91,0.84,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05,0.0,0.86,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.03,0.0,0.0,0.94,0.94,0.87,7.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,1759.0,0.0,0.0,0.0,0.0,4.36,1.23,1.15,1.23,1.15,4.0,2.0,1.0,7.0,0.0,0.0,0.0,3.0,2.0,1.0,0.16,0.22,0.86,0.0,0.0,0.0,7.0,6.0,6.0,0.08,0.0,0.0,1.31,1.31,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,0.22,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8482809,2025,Jackson Blake,CAR,R,other,81,2825.0,55.0,57.74,0.51,0.59,0.71,0.58,0.7,0.57,270.0,19.57,3.41,1.61,3.4,0.67,9.65,6.25,2.79,3.41,2.79,2.0,1.0,18.0,7.0,1.0,26.0,9.0,6.0,2.0,0.0,3.0,0.0,9.0,5.0,12.0,19.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,13.0,3.0,0.52,1.71,1.18,1.0,4.0,1.0,26.0,25.0,25.0,1.0,0.45,0.52,0.52,3.34,3.34,2.93,55.0,18.0,2.0,6.0,29.0,12.0,8.0,16.0,19.0,0.0,1.0,6493.0,0.0,4.0,2.0,1.0,62.69,11.57,9.89,11.57,9.89,52.0,31.0,29.0,112.0,13.0,4.0,0.0,39.0,32.0,12.0,1.59,3.98,6.0,2.0,6.0,5.0,112.0,83.0,83.0,1.33,1.42,1.42,11.49,11.49,10.11,25.83,11.11,10.94,11.11,10.94,28.0,8.0,9.0,45.0,13.0,2.0,1.0,11.0,6.0,19.0,0.42,0.7,9.99,1.0,0.0,12.0,45.0,36.0,36.0,0.38,0.77,0.77,10.72,10.72,10.61,19.88,13.6,185.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8482809,2025,Jackson Blake,CAR,R,all,81,80186.0,1533.0,74.7,0.61,0.54,0.64,0.58,0.63,0.57,403.0,210.46,28.44,16.67,44.16,6.89,105.82,74.01,26.78,28.76,27.07,17.0,14.0,174.0,102.0,71.0,347.0,53.0,22.0,26.0,1.0,35.0,0.0,111.0,82.0,152.0,254.0,20.0,40.0,0.0,13.0,30.0,92.0,159.0,76.0,41.0,6.69,8.98,12.76,7.0,10.0,5.0,353.38,276.0,280.4,20.0,3.77,5.65,7.2,25.02,25.23,24.42,1533.0,264.0,59.0,241.0,969.0,345.0,217.0,268.0,703.0,0.0,10.0,216028.0,40.0,46.0,23.0,34.0,880.21,92.22,86.62,93.08,87.44,745.0,447.0,466.0,1658.0,80.0,100.0,9.0,845.0,238.0,109.0,26.8,28.44,36.98,23.0,32.0,25.0,1679.57,1192.0,1207.9,14.14,20.5,20.5,85.86,86.49,83.44,526.46,58.61,56.6,58.27,56.28,492.0,221.0,218.0,931.0,56.0,56.0,6.0,498.0,153.0,62.0,16.52,19.26,22.83,19.0,17.0,20.0,916.81,713.0,703.89,7.31,12.39,12.39,53.54,53.28,52.45,203.52,172.73,4028.0,2952.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8482809,2025,Jackson Blake,CAR,R,5on5,81,67139.0,1289.0,74.7,0.58,0.56,0.6,0.6,0.59,0.59,352.0,158.67,19.82,12.28,35.18,5.18,78.5,58.04,18.98,20.14,19.27,12.0,7.0,128.0,81.0,57.0,266.0,33.0,14.0,19.0,1.0,24.0,0.0,87.0,65.0,114.0,195.0,18.0,36.0,0.0,13.0,23.0,78.0,131.0,47.0,31.0,5.64,5.41,8.76,6.0,6.0,2.0,272.38,209.0,213.4,19.0,2.61,3.67,6.11,16.32,16.53,16.28,1289.0,179.0,55.0,217.0,838.0,285.0,187.0,219.0,598.0,0.0,9.0,174922.0,36.0,34.0,17.0,33.0,668.23,61.36,58.75,62.22,59.56,562.0,348.0,376.0,1286.0,49.0,79.0,7.0,678.0,159.0,73.0,21.72,18.93,20.72,16.0,23.0,10.0,1307.57,910.0,925.9,9.21,15.62,15.62,54.97,55.59,54.55,466.56,43.76,42.05,43.41,41.73,425.0,207.0,208.0,840.0,41.0,51.0,4.0,460.0,133.0,39.0,15.24,16.77,11.75,17.0,17.0,7.0,825.81,632.0,622.89,6.54,10.81,10.81,39.49,39.23,38.53,139.22,111.04,3290.0,2223.0,0.77,2.15,28.0,30.0,18.0,24.0
skaters,regular,8482809,2025,Jackson Blake,CAR,R,4on5,81,149.0,24.0,21.11,0.09,0.19,0.33,0.19,0.33,0.24,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,22.0,8.0,4.0,2.0,10.0,0.0,0.0,7248.0,0.0,2.0,1.0,0.0,0.76,0.01,0.01,0.01,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,1.37,0.14,0.14,0.14,0.14,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.01,0.13,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.0,0.0,0.16,0.16,0.16,3.18,13.52,39.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
